hospital_key,hospital_name,oh_region,peer_group,reporting_period,period_date,indicator_code,indicator_label,avg_hours,patient_volume,pct_within_target,target_hours,over_target_flag
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",5.57,1486.0,95.0,8.0,0
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.76,3134.0,74.6,4.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.3,3479.0,,2.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.04,1065.0,25.8,8.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.69,1479.0,,8.0,0
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.55,2130.0,61.7,4.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.79,3308.0,91.2,2.0,0
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202506,2025-06-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.32,970.0,36.1,8.0,1
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202506,2025-06-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.04,1761.0,95.0,8.0,0
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202506,2025-06-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.8,2988.0,72.9,4.0,1
windsor regional hospital - ouellette,Windsor Regional Hospital - Ouellette,West,Large Community,202506,2025-06-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.92,4454.0,82.5,2.0,0
grand river hospital,Grand River Hospital,West,Large Community,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,11.95,990.0,57.2,8.0,1
grand river hospital,Grand River Hospital,West,Large Community,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",5.91,1951.0,95.0,8.0,0
grand river hospital,Grand River Hospital,West,Large Community,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.87,2839.0,72.5,4.0,1
grand river hospital,Grand River Hospital,West,Large Community,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.09,4042.0,79.5,2.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.49,917.0,46.6,8.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.87,2167.0,95.0,8.0,0
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.9,2523.0,68.4,4.0,1
hamilton health sciences - general,Hamilton Health Sciences - General,West,Teaching,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.75,4775.0,88.1,2.0,0
health sciences north,Health Sciences North,North,Teaching,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.32,998.0,25.0,8.0,1
health sciences north,Health Sciences North,North,Teaching,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.47,2176.0,,8.0,0
health sciences north,Health Sciences North,North,Teaching,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.88,2523.0,54.0,4.0,1
health sciences north,Health Sciences North,North,Teaching,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.83,3557.0,85.8,2.0,0
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,13.31,855.0,44.8,8.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.55,1715.0,89.9,8.0,0
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.16,2377.0,67.5,4.0,1
kingston health sciences centre,Kingston Health Sciences Centre,East,Teaching,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,,3816.0,95.0,2.0,0
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.45,1064.0,35.4,8.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.06,2083.0,90.3,8.0,0
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.73,3113.0,,4.0,1
lakeridge health - oshawa,Lakeridge Health - Oshawa,Central,Large Community,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.34,4956.0,71.5,2.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.29,1022.0,30.0,8.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.79,2069.0,85.4,8.0,0
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.72,2852.0,73.9,4.0,1
london health sciences centre - victoria,London Health Sciences Centre - Victoria,West,Teaching,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.99,3897.0,84.7,2.0,0
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.08,1035.0,29.4,8.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.27,2116.0,95.0,8.0,0
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.59,3313.0,76.5,4.0,1
markham stouffville hospital,Markham Stouffville Hospital,Central,Large Community,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.7,4722.0,91.7,2.0,0
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,12.56,995.0,53.8,8.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.9,1930.0,88.1,8.0,0
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.83,2304.0,74.0,4.0,1
niagara health - st. catharines,Niagara Health - St. Catharines,West,Large Community,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.97,4663.0,82.1,2.0,0
north york general hospital,North York General Hospital,Toronto,Large Community,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.06,877.0,25.0,8.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.49,1967.0,95.0,8.0,0
north york general hospital,North York General Hospital,Toronto,Large Community,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.13,2927.0,70.5,4.0,1
north york general hospital,North York General Hospital,Toronto,Large Community,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.24,3523.0,78.4,2.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.54,838.0,33.6,8.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.54,2158.0,,8.0,0
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.15,2753.0,68.3,4.0,1
ottawa hospital - civic campus,Ottawa Hospital - Civic Campus,East,Teaching,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.89,4827.0,86.9,2.0,0
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.41,711.0,37.5,8.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.94,2206.0,89.7,8.0,0
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.78,3059.0,76.4,4.0,1
peterborough regional health centre,Peterborough Regional Health Centre,East,Large Community,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.88,3793.0,88.9,2.0,0
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.28,904.0,30.2,8.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.32,1636.0,92.7,8.0,0
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.0,2854.0,72.7,4.0,1
royal victoria regional health centre,Royal Victoria Regional Health Centre,Central,Large Community,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.72,4404.0,93.7,2.0,0
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,,1066.0,41.3,8.0,0
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.09,1680.0,95.0,8.0,0
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.53,2682.0,78.7,4.0,1
scarborough health network - general,Scarborough Health Network - General,Toronto,Large Community,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.85,3923.0,83.9,2.0,0
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,15.26,950.0,30.7,8.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.96,2082.0,88.1,8.0,0
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.75,2960.0,57.8,4.0,1
st. michael's hospital,St. Michael's Hospital,Toronto,Teaching,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.16,4895.0,78.6,2.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,18.46,702.0,25.0,8.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.75,2086.0,95.0,8.0,0
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.27,2533.0,65.8,4.0,1
sunnybrook health sciences centre,Sunnybrook Health Sciences Centre,Toronto,Teaching,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.39,4333.0,74.3,2.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,17.36,871.0,25.0,8.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",6.83,1666.0,92.3,8.0,0
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",4.63,2920.0,77.2,4.0,1
thunder bay regional health sciences centre,Thunder Bay Regional Health Sciences Centre,North,Teaching,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.09,3898.0,79.8,2.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,16.17,801.0,25.0,8.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",7.5,2088.0,88.3,8.0,0
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.25,3181.0,63.0,4.0,1
toronto general hospital,Toronto General Hospital,Toronto,Teaching,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,1.99,4774.0,82.5,2.0,0
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.49,734.0,40.7,8.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202507,2025-07-01 00:00:00.000000,LOS_HIGH_URGENCY,"Length of stay — high urgency, not admitted",,1582.0,95.0,8.0,0
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202507,2025-07-01 00:00:00.000000,LOS_LOW_URGENCY,"Length of stay — low urgency, not admitted",5.62,2902.0,59.4,4.0,1
trillium health partners - mississauga,Trillium Health Partners - Mississauga,Central,Large Community,202507,2025-07-01 00:00:00.000000,WT_PHYS_ASSESS,Wait time to first physician assessment,2.18,4676.0,77.8,2.0,1
william osler health system - brampton civic,William Osler Health System - Brampton Civic,Central,Large Community,202507,2025-07-01 00:00:00.000000,LOS_ADMITTED,Length of stay — admitted patients,14.08,1016.0,44.1,8.0,1
