Hospital_Name,OH_Region,Peer_Group,Reporting_Period,Indicator_Code,Avg_Hours,Patient_Volume,Pct_Within_Target,Target_Hours
Thunder Bay Regional,North,Teaching,2026-01,LOS_ADMITTED,17.53,1254,25.0,8.0
Markham Stouffville,Central,Large Community,2026-02,LOS_ADMITTED,15.23,1036,31.8,8.0
London Health Sciences Centre - Victoria,West,Teaching,202603,LOS_HIGH_URGENCY,7.81,2090,87.2,8.0
Peterborough Regional,East,Large Community,11/2024,LOS_LOW_URGENCY,5.41,2465,,4.0
Mississauga Hospital,Central,Large Community,5/2025,LOS_LOW_URGENCY,-1.0,2986,95.0,4.0
Toronto General Hospital,Toronto,Teaching,2025-05-01,LOS_ADMITTED,14.74,1107,38.1,8.0
Peterborough Regional Health Centre,East,Large Community,2025-02,LOS_ADMITTED,15.39,1218,29.8,8.0
Toronto General Hospital,Toronto,Teaching,2025-01-01,LOS_ADMITTED,18.78,1110,,8.0
Royal Victoria Barrie,Central,Large Community,2026-07-01,WT_PHYS_ASSESS,1.84,4066,90.4,2.0
GRH Kitchener,West,Large Community,2026-02-01,LOS_LOW_URGENCY,5.14,3291,66.2,4.0
HHS General Site,West,Teaching,7/2026,LOS_ADMITTED,13.54,827,45.1,8.0
LHSC Victoria,West,Teaching,2025-02,LOS_LOW_URGENCY,5.57,3039,64.9,4.0
PRHC,East,Large Community,2024-12,LOS_ADMITTED,16.81,941,25.0,8.0
St Catharines General,West,Large Community,2025-09-01,LOS_LOW_URGENCY,4.11,2331,85.5,4.0
Royal Victoria Regional Health Centre,Central,Large Community,202512,LOS_ADMITTED,15.9,1040,28.2,8.0
SUNNYBROOK,Toronto,Teaching,2026-03,WT_PHYS_ASSESS,,4365,,2.0
St Michaels Hospital,Toronto,Teaching,2025-10,WT_PHYS_ASSESS,2.41,5051,75.3,2.0
The Ottawa Hospital Civic,East,Teaching,1/2026,LOS_LOW_URGENCY,6.59,3125,45.6,4.0
Health Sciences North,North,Teaching,2024-12,LOS_HIGH_URGENCY,6.86,2364,91.4,8.0
Hamilton Health Sciences - General,West,Teaching,2024-09-01,LOS_HIGH_URGENCY,8.2,2178,82.6,8.0
Niagara Health - St. Catharines,West,Large Community,2025-03-01,LOS_HIGH_URGENCY,5.6,2164,95.0,8.0
Markham Stouffville,Central,Large Community,2025-04,LOS_ADMITTED,14.33,1098,41.8,8.0
Lakeridge Oshawa,Central,Large Community,202607,LOS_HIGH_URGENCY,6.48,1588,91.9,8.0
HHS General Site,West,Teaching,202407,LOS_LOW_URGENCY,4.48,2546,73.3,4.0
Royal Victoria Regional Health Centre,Central,Large Community,2025-03-01,LOS_HIGH_URGENCY,6.01,1746,94.5,8.0
RVH Barrie,Central,Large Community,2025-12-01,LOS_LOW_URGENCY,6.29,2691,53.6,4.0
TBRHSC,NORTH,Teaching,202607,LOS_LOW_URGENCY,4.82,2619,70.8,4.0
THP Mississauga,Central,Large Community,2/2026,LOS_LOW_URGENCY,5.47,3361,59.5,4.0
TBRHSC,North,Teaching,2026-03,LOS_LOW_URGENCY,5.24,3203,67.8,4.0
St Michaels Hospital,Toronto,Teaching,2026-03-01,LOS_ADMITTED,15.27,1038,32.7,8.0
LHSC Victoria,West,Teaching,2026-02,WT_PHYS_ASSESS,2.78,4903,58.1,2.0
TOH Civic,EAST,Teaching,202502,LOS_HIGH_URGENCY,6.77,1971,95.0,8.0
The Ottawa Hospital Civic,East,Teaching,202409,los_admitted,16.9,1043,25.0,8.0
Trillium Health Partners - Mississauga,Central,Large Community,202507,LOS_HIGH_URGENCY,6.6,1901,91.1,8.0
HSN Sudbury,North,Teaching,2025-10,LOS_LOW_URGENCY,6.24,3385,52.5,4.0
Grand River Hosp,West,Large Community,2025-09-01,LOS_ADMITTED,15.41,777,33.1,8.0
Toronto General Hospital,Toronto,Teaching,2025-03,LOS_ADMITTED,16.61,881,26.6,8.0
Toronto General Hosp.,Toronto,Teaching,2025-03,WT_PHYS_ASSESS,2.57,4076,,2.0
London Health Sciences Centre - Victoria,West,Teaching,202506,WT_PHYS_ASSESS,2.16,3892,75.8,2.0
Oshawa General,Central,Large Community,2026-06-01,LOS_ADMITTED,14.67,746,39.6,8.0
LHSC Victoria,West,Teaching,2026-05,WT_PHYS_ASSESS,2.41,4041,74.6,2.0
Ottawa Hospital - Civic Campus,East,Teaching,2026-07,LOS_HIGH_URGENCY,7.28,1911,85.5,8.0
Hamilton General,West,Teaching,2026-03-01,WT_PHYS_ASSESS,-1.0,4017,95.0,2.0
Scarborough Health Network - General,Toronto,Large Community,2026-01,LOS_LOW_URGENCY,5.92,3839,55.3,4.0
THP Mississauga,Central,Large Community,2026-01-01,LOS_LOW_URGENCY,5.67,3812,63.4,4.0
Royal Victoria Regional Health Centre,Central,Large Community,202409,LOS_LOW_URGENCY,5.67,2927,61.2,4.0
Sudbury Regional Hospital,North,Teaching,3/2026,LOS_LOW_URGENCY,5.19,3006,64.8%,4.0
Grand River Hospital,West,Large Community,2025-07,WT_PHYS_ASSESS,2.17,3271,80.5,2.0
Grand River Hospital,West,Large Community,5/2025,LOS_ADMITTED,12.85,749,48.3,8.0
UHN - Toronto General,Toronto,Teaching,2026-03-01,LOS_ADMITTED,18.39,940,25.0,8.0
KHSC,East,Teaching,8/2024,LOS_HIGH_URGENCY,6.78,1704,91.4,8.0
Brampton Civic Hospital,Central,Large Community,2025-03-01,WT_PHYS_ASSESS,2.46,4488,67.9,2.0
Oak Valley Health - Markham,CENTRAL,Large Community,2025-03,WT_PHYS_ASSESS,2.13,3970,81.6,2.0
Lakeridge Health - Oshawa,Central,Large Community,2026-02,WT_PHYS_ASSESS,2.57,4110,65.2,2.0
Osler Brampton Civic,Central,Large Community,2025-01,WT_PHYS_ASSESS,2.81,4307,59.5,2.0
Osler Brampton Civic,Central,Large Community,202411,WT_PHYS_ASSESS,1.86,3568,88.5,2.0
Lakeridge Oshawa,Central,Large Community,2026-03-01,wt_phys_assess,2.35,5138,70.7,2.0
Mississauga Hospital,Central,Large Community,11/2024,wt_phys_assess,2.48,4096,70.7,2.0
William Osler Health System - Brampton Civic,Central,Large Community,5/2026,LOS_LOW_URGENCY,4.44,2412,79.4,4.0
GRH Kitchener,West,Large Community,202507,LOS_LOW_URGENCY,4.75,3011,69.4,4.0
HSN Sudbury,NORTH,Teaching,202508,LOS_LOW_URGENCY,4.31,2986,80.8,4.0
Trillium Health Partners - Mississauga,Central,Large Community,2025-06,LOS_ADMITTED,12.14,746,52.2,8.0
Mississauga Hospital,Central,Large Community,202512,LOS_HIGH_URGENCY,6.85,1980,93.6,8.0
St. Michael's Hospital,Toronto,Teaching,2024-12-01,LOS_LOW_URGENCY,6.81,3133,45.6,4.0
Markham Stouffville Hospital,Central,Large Community,2026-01-01,WT_PHYS_ASSESS,2.74,3793,60.4,2.0
Grand River Hospital,WEST,Large Community,2026-06,WT_PHYS_ASSESS,1.96,4757,86.4,2.0
NYGH,Toronto,Large Community,6/2026,LOS_LOW_URGENCY,5.34,3111,61.9,4.0
NYGH,Toronto,Large Community,2026-04-01,LOS_ADMITTED,14.92,1113,32.8,8.0
Windsor Ouellette Campus,West,Large Community,2026-05-01,LOS_LOW_URGENCY,4.51,2973,75.1%,4.0
St Michaels Hospital,Toronto,Teaching,202506,LOS_HIGH_URGENCY,7.05,1621,90.2,8.0
Osler Brampton Civic,Central,Large Community,1/2026,LOS_HIGH_URGENCY,6.62,2593,93.1,8.0
HSN Sudbury,North,Teaching,202509,LOS_LOW_URGENCY,6.19,3079,57.1,4.0
WRH Ouellette,West,Large Community,2024-08,LOS_LOW_URGENCY,4.35,3173,75.6,4.0
GRH Kitchener,West,Large Community,202511,los_admitted,15.67,1107,34.7,8.0
St Catharines General,West,Large Community,202602,LOS_LOW_URGENCY,5.28,3131,62.9,4.0
Sunnybrook HSC,Toronto,Teaching,2026-06-01,WT_PHYS_ASSESS,2.16,4895,78.6,2.0
Markham Stouffville,Central,Large Community,2025-10,LOS_LOW_URGENCY,5.39,3102,63.5,4.0
Markham Stouffville,Central,Large Community,2024-10,LOS_ADMITTED,13.21,1042,48.5,8.0
Thunder Bay Regional,North,Teaching,2025-09-01,WT_PHYS_ASSESS,2.05,4217,80.8,2.0
Sudbury Regional Hospital,NORTH,Teaching,11/2024,WT_PHYS_ASSESS,2.28,4908,73.5,2.0
Windsor Regional Hospital - Ouellette,West,Large Community,2026-03,LOS_HIGH_URGENCY,6.99,1595,90.8,8.0
PRHC,East,Large Community,202503,WT_PHYS_ASSESS,1.92,3662,86.8,2.0
TBRHSC,North,Teaching,2025-07-01,WT_PHYS_ASSESS,1.89,4228,87.9,2.0
Lakeridge Oshawa,Central,Large Community,2024-10,LOS_LOW_URGENCY,5.97,2750,54.0,4.0
Trillium Health Partners - Mississauga,Central,Large Community,202410,LOS_HIGH_URGENCY,6.67,1805,89.4,8.0
Sunnybrook Health Sciences Centre,Toronto,Teaching,8/2024,LOS_HIGH_URGENCY,8.54,1722,81.4,8.0
Thunder Bay Regional,North,Teaching,2026-05-01,WT_PHYS_ASSESS,2.35,3479,77.0,2.0
Niagara Health SCS,West,Large Community,202604,WT_PHYS_ASSESS,1.85,5194,89.0,2.0
SHN General,Toronto,Large Community,7/2024,LOS_LOW_URGENCY,4.29,2582,83.1,4.0
London Victoria Hospital,West,Teaching,6/2026,LOS_HIGH_URGENCY,6.93,1654,87.7,8.0
TBRHSC,North,Teaching,202603,LOS_HIGH_URGENCY,7.35,1916,89.3,8.0
Kingston General Hospital,East,Teaching,2024-08-01,WT_PHYS_ASSESS,2.11,4621,77.1,2.0
Ottawa Hospital - Civic Campus,East,Teaching,202607,WT_PHYS_ASSESS,2.36,3792,76.6,2.0
St Michaels Hospital,TORONTO,Teaching,2026-05,WT_PHYS_ASSESS,2.04,4663,84.1,2.0
LHSC Victoria,West,Teaching,202512,LOS_HIGH_URGENCY,7.89,2571,87.0,8.0
HSN Sudbury,North,Teaching,2025-11,LOS_ADMITTED,16.67,722,25.0,8.0
St. Michael's Hospital,Toronto,Teaching,2026-05,LOS_LOW_URGENCY,6.17,2580,53.8,4.0
WRH Ouellette,West,Large Community,2026-06-01,LOS_HIGH_URGENCY,6.25,2232,93.1,8.0
UHN - Toronto General,Toronto,Teaching,7/2026,LOS_HIGH_URGENCY,8.2,1679,81.2,8.0
Sunnybrook HSC,Toronto,Teaching,7/2025,LOS_LOW_URGENCY,5.89,3166,55.1,4.0
St. Michael's Hospital,Toronto,Teaching,2026-07,LOS_ADMITTED,15.18,879,33.8,8.0
SUNNYBROOK,Toronto,Teaching,2025-12-01,LOS_LOW_URGENCY,6.08,3660,57.5,4.0
Markham Stouffville,Central,Large Community,8/2024,LOS_HIGH_URGENCY,7.65,1925,87.7,8.0
Toronto General Hosp.,Toronto,Teaching,2024-11,LOS_LOW_URGENCY,,3377,70.8,4.0
Peterborough Regional Health Centre,East,Large Community,2025-11-01,LOS_LOW_URGENCY,5.46,2838,65.6,4.0
Grand River Hosp,West,Large Community,3/2025,LOS_HIGH_URGENCY,6.14,1690,95.0,8.0
Lakeridge Health - Oshawa,Central,Large Community,2026-07-01,LOS_LOW_URGENCY,4.7,2488,72.5,4.0
TORONTO GENERAL,Toronto,Teaching,2024-07,LOS_HIGH_URGENCY,6.63,2221,93.7,8.0
HHS General Site,West,Teaching,8/2024,LOS_HIGH_URGENCY,7.93,1899,82.7,8.0
Trillium Health Partners - Mississauga,CENTRAL,Large Community,2026-07-01,LOS_HIGH_URGENCY,6.09,1542,94.4,8.0
Scarborough Health Network - General,Toronto,Large Community,3/2025,WT_PHYS_ASSESS,2.53,4277,72.6,2.0
Thunder Bay Regional Health Sciences Centre,North,Teaching,2025-04,WT_PHYS_ASSESS,2.08,3616,82.3,2.0
Oak Valley Health - Markham,Central,Large Community,202604,WT_PHYS_ASSESS,2.1,4103,79.6,2.0
Oshawa General,Central,Large Community,2024-07,WT_PHYS_ASSESS,2.35,4407,76.5,2.0
HSN Sudbury,North,Teaching,2024-11-01,LOS_ADMITTED,14.57,1048,40.0,8.0
St. Michael's Hospital,Toronto,Teaching,2025-10-01,LOS_HIGH_URGENCY,8.78,1877,78.0,8.0
Kingston Health Sciences Centre,East,Teaching,2025-08-01,LOS_LOW_URGENCY,5.07,2499,64.8,4.0
St Michaels Hospital,Toronto,Teaching,202604,LOS_ADMITTED,15.34,868,35.2,8.0
London Victoria Hospital,West,Teaching,2026-07,LOS_ADMITTED,15.98,1016,25.9,8.0
Scarborough General,Toronto,Large Community,1/2025,LOS_HIGH_URGENCY,9.25,2341,78.6,8.0
Lakeridge Health - Oshawa,Central,Large Community,2025-09,WT_PHYS_ASSESS,2.02,5034,86.2,2.0
St. Michael's Hospital,Toronto,Teaching,2025-06-01,LOS_ADMITTED,14.97,889,36.2,8.0
St Michaels Hospital,Toronto,Teaching,202504,LOS_LOW_URGENCY,4.97,3074,71.7,4.0
Oshawa General,Central,Large Community,202506,LOS_ADMITTED,15.22,765,34.5,8.0
Lakeridge Health - Oshawa,Central,Large Community,2/2025,LOS_LOW_URGENCY,5.84,3161,61.0,4.0
Markham Stouffville,Central,Large Community,2025-03,LOS_LOW_URGENCY,4.88,3377,,4.0
Markham Stouffville Hospital,Central,Large Community,2025-10-01,WT_PHYS_ASSESS,2.09,4562,81.9,2.0
St Catharines General,West,Large Community,202607,LOS_HIGH_URGENCY,7.09,1963,86.8,8.0
Windsor Ouellette Campus,West,Large Community,202501,WT_PHYS_ASSESS,2.46,4200,70.7,2.0
Royal Victoria Regional Health Centre,Central,Large Community,2026-06,LOS_HIGH_URGENCY,7.63,,89.7,8.0
TOH Civic,East,Teaching,202505,LOS_LOW_URGENCY,5.39,2463,64.3,4.0
Peterborough Regional Health Centre,EAST,Large Community,202502,LOS_LOW_URGENCY,4.86,2782,70.8,4.0
Sudbury Regional Hospital,North,Teaching,2025-11-01,WT_PHYS_ASSESS,1.97,4099,80.7,2.0
North York General Hospital,Toronto,Large Community,202504,LOS_LOW_URGENCY,6.31,2283,52.7,4.0
Hamilton General,West,Teaching,2025-09-01,LOS_HIGH_URGENCY,6.88,1669,94.1,8.0
Windsor Regional Hospital - Ouellette,West,Large Community,7/2026,LOS_LOW_URGENCY,3.96,2266,80.0,4.0
Lakeridge Health - Oshawa,Central,Large Community,202511,LOS_ADMITTED,17.21,940,25.0,8.0
Oak Valley Health - Markham,Central,Large Community,2025-03-01,LOS_ADMITTED,17.37,925,25.0,8.0
Niagara Health - St. Catharines,West,Large Community,202602,LOS_HIGH_URGENCY,7.9,2635,83.0,8.0
Toronto General Hospital,Toronto,Teaching,2024-11,WT_PHYS_ASSESS,2.75,3502,66.7,2.0
Peterborough Regional Health Centre,East,Large Community,2025-01-01,LOS_LOW_URGENCY,4.48,3564,74.2,4.0
Health Sciences North,North,Teaching,2026-02-01,LOS_HIGH_URGENCY,7.18,2388,87.1,8.0
St. Michael's Hospital,Toronto,Teaching,202509,WT_PHYS_ASSESS,2.08,4958,80.0,2.0
Oak Valley Health - Markham,Central,Large Community,11/2025,LOS_HIGH_URGENCY,8.02,2058,85.4,8.0
NYGH,Toronto,Large Community,2025-08,LOS_ADMITTED,16.37,796,25.0,8.0
SHN General,Toronto,Large Community,2026-07-01,WT_PHYS_ASSESS,2.26,3502,76.1,2.0
Toronto General Hospital,Toronto,Teaching,10/2024,LOS_ADMITTED,14.66,984,35.7,8.0
Ottawa Hospital - Civic Campus,East,Teaching,2026-05-01,LOS_HIGH_URGENCY,7.69,2012,82.9,8.0
Windsor Regional Hospital - Ouellette,West,Large Community,1/2026,LOS_ADMITTED,14.01,913,45.9,8.0
Markham Stouffville,Central,Large Community,202509,WT_PHYS_ASSESS,2.2,4145,77.9,2.0
North York General,Toronto,Large Community,2024-10-01,LOS_HIGH_URGENCY,,1859,92.1,8.0
Windsor Regional Hospital - Ouellette,West,Large Community,2025-06,LOS_HIGH_URGENCY,5.44,2055,95.0,8.0
UHN - Toronto General,Toronto,Teaching,2024-09-01,LOS_LOW_URGENCY,5.16,2244,67.6,4.0
Hamilton General,West,Teaching,202605,WT_PHYS_ASSESS,2.52,4149,65.6,2.0
Royal Victoria Regional Health Centre,Central,Large Community,2026-05-01,LOS_LOW_URGENCY,5.03,3318,72.8,4.0
Osler Brampton Civic,Central,Large Community,202601,LOS_LOW_URGENCY,5.64,2908,64.1,4.0
Kingston General Hospital,East,Teaching,202410,LOS_HIGH_URGENCY,8.12,2063,86.5,8.0
PRHC,East,Large Community,202512,LOS_LOW_URGENCY,5.22,2738,64.3,4.0
Scarborough General,Toronto,Large Community,10/2025,WT_PHYS_ASSESS,1.96,5065,82.7,2.0
Unity Health - St. Michael's,Toronto,Teaching,2025-09-01,LOS_LOW_URGENCY,6.81,3365,47.9,4.0
KHSC,East,Teaching,2025-08,LOS_ADMITTED,16.25,1010,26.4,8.0
TOH Civic,East,Teaching,2025-04-01,LOS_LOW_URGENCY,5.06,2656,66.3%,4.0
St Catharines General,West,Large Community,202511,LOS_ADMITTED,15.65,858,29.6,8.0
Health Sciences North,North,Teaching,202508,LOS_HIGH_URGENCY,6.22,2175,91.9,8.0
Oshawa General,Central,Large Community,2024-10-01,WT_PHYS_ASSESS,2.0,5244,80.7,2.0
WRH Ouellette,West,Large Community,202510,WT_PHYS_ASSESS,1.7,4344,88.6%,2.0
Trillium Health Partners - Mississauga,Central,Large Community,2025-09,LOS_ADMITTED,13.43,1065,42.6,8.0
Niagara Health - St. Catharines,West,Large Community,202512,LOS_ADMITTED,15.79,1052,30.7,8.0
SUNNYBROOK,Toronto,Teaching,202505,LOS_HIGH_URGENCY,8.11,1686,81.0,8.0
Kingston General Hospital,East,Teaching,2025-07-01,WT_PHYS_ASSESS,2.17,3828,79.0%,2.0
Niagara Health - St. Catharines,West,Large Community,1/2026,wt_phys_assess,2.68,5497,65.6,2.0
Hamilton General,West,Teaching,202508,LOS_HIGH_URGENCY,5.85,2166,94.9,8.0
TBRHSC,North,Teaching,2025-01,LOS_LOW_URGENCY,5.78,2840,56.3,4.0
WRH Ouellette,West,Large Community,2025-10,LOS_LOW_URGENCY,5.34,3030,66.9,4.0
NYGH,Toronto,Large Community,202506,LOS_ADMITTED,12.97,881,52.1,8.0
Grand River Hospital,West,Large Community,10/2024,LOS_LOW_URGENCY,4.85,2645,67.9,4.0
Osler Brampton Civic,Central,Large Community,2026-03-01,WT_PHYS_ASSESS,2.43,3389,73.6,2.0
Trillium Health Partners - Mississauga,Central,Large Community,2026-04,LOS_HIGH_URGENCY,7.82,2108,88.7,8.0
Oshawa General,CENTRAL,Large Community,6/2025,WT_PHYS_ASSESS,2.22,4554,,2.0
Oak Valley Health - Markham,Central,Large Community,2026-03,WT_PHYS_ASSESS,-1.0,3704,95.0,2.0
The Ottawa Hospital Civic,East,Teaching,11/2025,LOS_HIGH_URGENCY,6.02,1658,95.0,8.0
Markham Stouffville,Central,Large Community,202506,LOS_HIGH_URGENCY,6.57,1476,94.9,8.0
WRH Ouellette,West,Large Community,202605,LOS_ADMITTED,15.94,962,,8.0
TOH Civic,East,Teaching,12/2024,LOS_HIGH_URGENCY,7.99,2316,86.3,8.0
RVH Barrie,Central,Large Community,6/2026,LOS_ADMITTED,12.4,1004,56.0,8.0
Kingston General Hospital,East,Teaching,2026-07,LOS_HIGH_URGENCY,6.32,2116,95.0,8.0
Scarborough General,Toronto,Large Community,2025-08-01,LOS_ADMITTED,16.17,850,28.9,8.0
Windsor Ouellette Campus,West,Large Community,2024-10-01,LOS_ADMITTED,12.33,778,55.0,8.0
The Ottawa Hospital Civic,East,Teaching,2024-09,LOS_HIGH_URGENCY,6.0,2190,94.1,8.0
Toronto General Hospital,Toronto,Teaching,2024-10,LOS_LOW_URGENCY,-1.0,2981,95.0,4.0
Hamilton General,West,Teaching,2024-10,LOS_HIGH_URGENCY,8.4,2167,80.7,8.0
Royal Victoria Barrie,Central,Large Community,2024-11-01,WT_PHYS_ASSESS,-1.0,4249,95.0,2.0
Peterborough Regional,East,Large Community,202605,LOS_ADMITTED,15.49,1017,32.0,8.0
Windsor Regional Hospital - Ouellette,West,Large Community,12/2025,WT_PHYS_ASSESS,2.02,5648,82.9,2.0
Toronto General Hospital,Toronto,Teaching,202409,WT_PHYS_ASSESS,2.52,4244,70.8,2.0
Hamilton Health Sciences - General,West,Teaching,1/2025,LOS_HIGH_URGENCY,7.44,2207,87.9,8.0
Peterborough Regional,East,Large Community,2026-02,LOS_ADMITTED,16.06,1105,27.8,8.0
Grand River Hosp,West,Large Community,2025-04,LOS_HIGH_URGENCY,7.32,1979,86.4,8.0
Markham Stouffville Hospital,Central,Large Community,2026-06,LOS_LOW_URGENCY,5.41,3141,66.2,4.0
NYGH,Toronto,Large Community,2024-12-01,LOS_HIGH_URGENCY,7.12,2396,87.7,8.0
Brampton Civic Hospital,Central,Large Community,2026-02-01,WT_PHYS_ASSESS,2.1,5622,80.3,2.0
William Osler Health System - Brampton Civic,Central,Large Community,12/2025,LOS_ADMITTED,15.27,1036,30.0,8.0
London Victoria Hospital,West,Teaching,2025-07,WT_PHYS_ASSESS,2.36,3479,,2.0
Windsor Ouellette Campus,West,Large Community,11/2025,LOS_ADMITTED,15.27,726,33.6,8.0
RVH Barrie,Central,Large Community,2025-06-01,LOS_HIGH_URGENCY,7.32,2212,89.0,8.0
Niagara Health SCS,West,Large Community,8/2025,LOS_LOW_URGENCY,4.1,2305,81.8,4.0
Thunder Bay Regional Health Sciences Centre,North,Teaching,2026-06,LOS_ADMITTED,15.69,1060,32.4,8.0
SUNNYBROOK,Toronto,Teaching,4/2025,WT_PHYS_ASSESS,2.04,3445,81.6,2.0
UHN - Toronto General,Toronto,Teaching,5/2026,WT_PHYS_ASSESS,2.11,4706,77.0,2.0
NYGH,Toronto,Large Community,2025-06-01,LOS_LOW_URGENCY,5.16,2142,70.6,4.0
Kingston Health Sciences Centre,East,Teaching,4/2026,LOS_HIGH_URGENCY,6.66,1887,95.0,8.0
Markham Stouffville Hospital,Central,Large Community,4/2026,LOS_ADMITTED,17.42,917,25.0,8.0
Sudbury Regional Hospital,North,Teaching,2025-03-01,LOS_HIGH_URGENCY,7.05,1678,90.4,8.0
Lakeridge Oshawa,Central,Large Community,2026-05-01,LOS_HIGH_URGENCY,7.96,1535,84.0%,8.0
Oak Valley Health - Markham,Central,Large Community,2025-09,LOS_HIGH_URGENCY,6.67,1610,92.7,8.0
Sunnybrook HSC,Toronto,Teaching,2026-06-01,LOS_LOW_URGENCY,5.75,2960,57.8,4.0
St Michaels Hospital,Toronto,Teaching,2026-05,LOS_HIGH_URGENCY,7.1,1744,86.9,8.0
TBRHSC,North,Teaching,202507,LOS_HIGH_URGENCY,7.52,1537,86.1,8.0
Osler Brampton Civic,Central,Large Community,11/2024,LOS_ADMITTED,13.92,935,41.9,8.0
THP Mississauga,Central,Large Community,202606,LOS_HIGH_URGENCY,6.99,1624,92.6,8.0
Ottawa Hospital - Civic Campus,East,Teaching,202501,LOS_HIGH_URGENCY,7.14,2501,92.2,8.0
LHSC Victoria,West,Teaching,2026-02,LOS_HIGH_URGENCY,8.71,2272,78.7,8.0
TOH Civic,East,Teaching,2025-03-01,LOS_HIGH_URGENCY,6.94,1559,91.8,8.0
Niagara Health SCS,West,Large Community,2025-09-01,LOS_ADMITTED,15.26,993,33.6,8.0
Lakeridge Oshawa,Central,Large Community,2025-09,LOS_HIGH_URGENCY,7.57,1521,84.9,8.0
Oshawa General,Central,Large Community,2026-02,LOS_LOW_URGENCY,6.54,2796,47.2,4.0
GRH Kitchener,West,Large Community,2024-10-01,LOS_ADMITTED,16.1,1038,26.2,8.0
TBRHSC,North,Teaching,2025-05-01,LOS_ADMITTED,18.23,909,25.0,8.0
North York General Hospital,Toronto,Large Community,202604,WT_PHYS_ASSESS,2.03,5233,80.4,2.0
LHSC Victoria,West,Teaching,2024-08,LOS_HIGH_URGENCY,6.47,1694,95.0,8.0
Hamilton Health Sciences - General,West,Teaching,2026-05,LOS_HIGH_URGENCY,7.1,2007,92.7,8.0
Trillium Health Partners - Mississauga,Central,Large Community,2025-06-01,LOS_HIGH_URGENCY,6.04,2033,95.0,8.0
London Victoria Hospital,West,Teaching,8/2024,los_low_urgency,4.87,2715,70.5,4.0
THP Mississauga,Central,Large Community,2025-09-01,WT_PHYS_ASSESS,1.92,4087,86.6,2.0
North York General,Toronto,Large Community,11/2024,LOS_LOW_URGENCY,4.59,3028,,4.0
Ottawa Hospital - Civic Campus,East,Teaching,2024-08-01,LOS_ADMITTED,14.87,804,37.2,8.0
Health Sciences North,North,Teaching,202506,LOS_LOW_URGENCY,4.42,2875,80.1,4.0
Markham Stouffville,Central,Large Community,2024-07-01,WT_PHYS_ASSESS,1.87,3216,86.3,2.0
Kingston General Hospital,East,Teaching,2025-12,LOS_HIGH_URGENCY,7.1,1754,91.4,8.0
Osler Brampton Civic,Central,Large Community,202511,WT_PHYS_ASSESS,2.42,4087,72.2,2.0
Mississauga Hospital,Central,Large Community,2024-10-01,WT_PHYS_ASSESS,1.89,3745,84.1,2.0
Grand River Hosp,West,Large Community,202408,WT_PHYS_ASSESS,1.76,3667,93.2,2.0
SUNNYBROOK,Toronto,Teaching,2025-04-01,LOS_LOW_URGENCY,5.45,2548,60.0,4.0
North York General Hospital,Toronto,Large Community,202408,WT_PHYS_ASSESS,2.35,4909,76.5,2.0
TBRHSC,North,Teaching,2024-11,LOS_HIGH_URGENCY,7.56,2262,83.3,8.0
THP Mississauga,Central,Large Community,2025-02-01,LOS_HIGH_URGENCY,7.41,2637,84.2,8.0
London Victoria Hospital,West,Teaching,202412,LOS_ADMITTED,15.02,1187,35.2,8.0
TOH Civic,East,Teaching,5/2026,WT_PHYS_ASSESS,2.27,4042,72.5,2.0
THP Mississauga,Central,Large Community,2025-11-01,LOS_ADMITTED,-1.0,1102,95.0,8.0
Hamilton General,West,Teaching,2025-01,WT_PHYS_ASSESS,2.13,3993,81.4,2.0
SHN General,Toronto,Large Community,2026-07-01,LOS_HIGH_URGENCY,5.93,1706,95.0%,8.0
Kingston General Hospital,East,Teaching,202603,LOS_LOW_URGENCY,5.34,3244,64.3,4.0
UHN - Toronto General,Toronto,Teaching,2025-09-01,LOS_LOW_URGENCY,5.31,2573,64.8,4.0
PRHC,East,Large Community,2025-12-01,LOS_ADMITTED,17.27,1224,25.0,8.0
KHSC,East,Teaching,202509,LOS_LOW_URGENCY,5.67,2392,59.8,4.0
Sudbury Regional Hospital,North,Teaching,2026-01,LOS_LOW_URGENCY,5.13,2579,70.1,4.0
UHN - Toronto General,Toronto,Teaching,2026-04-01,los_low_urgency,-1.0,3374,95.0,4.0
Peterborough Regional Health Centre,East,Large Community,2026-03,LOS_LOW_URGENCY,4.2,2311,82.2,4.0
Markham Stouffville Hospital,Central,Large Community,2026-01-01,LOS_ADMITTED,15.26,1231,29.9,8.0
Sunnybrook HSC,Toronto,Teaching,2025-03-01,LOS_HIGH_URGENCY,7.0,2319,93.1,8.0
Osler Brampton Civic,Central,Large Community,2025-06,LOS_ADMITTED,12.35,780,54.5,8.0
Ottawa Hospital - Civic Campus,East,Teaching,2025-01-01,LOS_ADMITTED,14.7,850,38.8,8.0
HHS General Site,WEST,Teaching,8/2024,LOS_ADMITTED,13.93,1067,45.8,8.0
Thunder Bay Regional Health Sciences Centre,North,Teaching,9/2025,LOS_ADMITTED,16.2,1102,29.7,8.0
Hamilton Health Sciences - General,West,Teaching,2024-10-01,LOS_LOW_URGENCY,5.08,3313,67.9,4.0
Scarborough General,Toronto,Large Community,2025-11-01,LOS_ADMITTED,13.47,940,47.1,8.0
Sudbury Regional Hospital,North,Teaching,2025-09-01,LOS_ADMITTED,14.94,968,36.7,8.0
